address_id,street,city,state,zip
500,3783 Veith Crossing,Saint Petersburg,FL,33705
501,57570 Logan Crossing,San Antonio,TX,78225
502,9 7th Park,Springfield,IL,62705
503,76501 Evergreen Alley,Pueblo,CO,81005
504,4 Corry Pass,Lexington,KY,40586
505,61258 Mifflin Circle,Albany,NY,12237
506,3 Mcguire Junction,Philadelphia,PA,19125
507,72 Birchwood Circle,Louisville,KY,40280
508,4 5th Center,White Plains,NY,10606
509,7 Cherokee Plaza,Trenton,NJ,08603
510,73558 Artisan Junction,Kent,WA,98042
511,5978 Debra Junction,Columbia,MO,65211
512,8 Carey Parkway,Jamaica,NY,11447
513,546 Linden Drive,Utica,NY,13505
514,4058 Dayton Junction,Philadelphia,PA,19093
515,3025 Maple Alley,Tampa,FL,33620
516,82 Anhalt Hill,Boynton Beach,FL,33436
517,0 Quincy Plaza,Honolulu,HI,96825
518,82 Miller Street,Memphis,TN,38126
519,4801 Texas Pass,Kalamazoo,MI,49048
520,23871 Memorial Drive,Minneapolis,MN,55423
521,39 Texas Terrace,Migrate,KY,41905
522,66874 Summerview Road,Washington,DC,20392
523,9324 Pankratz Hill,Southfield,MI,48076
524,8475 Amoth Way,Vero Beach,FL,32964
525,55271 Towne Point,Orlando,FL,32803
526,667 Tennessee Drive,Nashville,TN,37215
527,9 Sunfield Terrace,Houston,TX,77266
528,46305 Sage Junction,Wichita,KS,67230
529,486 Gerald Hill,Mesquite,TX,75185
530,6 Goodland Way,Fort Worth,TX,76162
531,3797 Esch Park,Fort Worth,TX,76110
532,14 Melvin Alley,New York City,NY,10131
533,69 Graceland Drive,Minneapolis,MN,55470
534,0624 Sunfield Pass,El Paso,TX,88558
535,582 Towne Park,North Hollywood,CA,91616
536,1868 Ilene Point,Brea,CA,92822
537,63 Dovetail Pass,Mesa,AZ,85205
538,233 Thackeray Crossing,Saint Paul,MN,55114
539,6681 Hooker Pass,Akron,OH,44315
540,7 4th Junction,Evansville,IN,47719
541,41 Stone Corner Street,Warren,MI,48092
542,8 Messerschmidt Junction,Largo,FL,33777
543,9 Moose Place,Tyler,TX,75710
544,1273 Chive Center,Mesa,AZ,85210
545,9794 Lakeland Court,Chicago,IL,60691
546,20267 Macpherson Circle,Washington,DC,20244
547,5 Charing Cross Street,Panama City,FL,32405
548,674 Loeprich Drive,Milwaukee,WI,53285
549,68997 Portage Terrace,San Diego,CA,92196
550,641 Clemons Avenue,Colorado Springs,CO,80910
551,3726 Tony Hill,Shreveport,LA,71105
552,6034 Eggendart Parkway,Washington,DC,56944
553,89 Algoma Way,Lincoln,NE,68517
554,60550 Kim Lane,San Francisco,CA,94105
555,4 Prentice Road,Houston,TX,77005
556,538 Thackeray Court,Dallas,TX,75265
557,5809 Fairview Junction,Dallas,TX,75323
558,4720 Holmberg Parkway,Longview,TX,75605
559,72 Moulton Alley,Bakersfield,CA,93386
560,65 Washington Terrace,Houston,TX,77228
561,42 Sundown Park,Hayward,CA,94544
562,09805 Dottie Pass,Asheville,NC,28815
563,5 Sauthoff Junction,El Paso,TX,88558
564,921 Elmside Court,Louisville,KY,40266
565,0005 8th Court,Kansas City,MO,64187
566,23916 Bobwhite Court,Champaign,IL,61825
567,1671 Forest Run Crossing,Concord,CA,94522
568,6169 Dunning Hill,Memphis,TN,38119
569,1 Green Street,Helena,MT,59623
570,6477 Dixon Center,Topeka,KS,66642
571,54681 Kropf Way,Phoenix,AZ,85015
572,7 Toban Alley,Louisville,KY,40287
573,1577 Packers Place,Arvada,CO,80005
574,6 Meadow Valley Place,Boise,ID,83732
575,96702 Westerfield Crossing,San Antonio,TX,78235
576,8224 Granby Drive,Topeka,KS,66642
577,1556 Sage Hill,Phoenix,AZ,85025
578,0 Browning Place,Washington,DC,20414
579,6 Jenna Pass,Lynn,MA,01905
580,75 Doe Crossing Point,Tucson,AZ,85725
581,5398 Lunder Center,San Francisco,CA,94159
582,57 Dakota Street,Rochester,NY,14604
583,1106 8th Circle,Hartford,CT,06183
584,94 Miller Place,Las Vegas,NV,89115
585,1062 Acker Court,Washington,DC,20046
586,9553 Sloan Avenue,Columbia,SC,29240
587,55 Moland Way,Carol Stream,IL,60158
588,0 Northfield Road,Miami,FL,33261
589,0 Donald Trail,Savannah,GA,31405
590,5 Lillian Park,Sioux City,IA,51105
591,14 Memorial Alley,Shawnee Mission,KS,66276
592,1619 Grim Parkway,Richmond,VA,23260
593,5321 Morningstar Terrace,Jacksonville,FL,32215
594,12954 Merchant Road,Buffalo,NY,14210
595,141 Claremont Street,Boston,MA,02163
596,7 Mitchell Junction,Sacramento,CA,94237
597,44 Glendale Plaza,Long Beach,CA,90810
598,525 Stoughton Crossing,Winston Salem,NC,27157
599,2 Manitowish Place,San Jose,CA,95118
600,3301 Manitowish Hill,Little Rock,AR,72204
601,06 Grayhawk Hill,Cincinnati,OH,45203
602,34 Ridgeview Street,Erie,PA,16534
603,543 Hagan Street,Colorado Springs,CO,80915
604,62 Michigan Court,Corona,CA,92878
605,759 Darwin Crossing,Monroe,LA,71208
606,49 Manufacturers Parkway,Arlington,VA,22225
607,6820 Sugar Trail,Albany,GA,31704
608,07541 Oak Center,Seattle,WA,98185
609,54596 Hauk Place,Jamaica,NY,11431
610,59 Almo Crossing,Tulsa,OK,74156
611,80 Merry Park,Las Vegas,NV,89130
612,9 Orin Point,Sacramento,CA,94207
613,91721 Esker Crossing,New York City,NY,10019
614,366 Melrose Lane,Little Rock,AR,72222
615,38322 Oxford Crossing,Garden Grove,CA,92844
616,95 Grim Lane,El Paso,TX,79989
617,363 Jay Pass,Montgomery,AL,36119
618,66 Becker Pass,Omaha,NE,68105
619,166 Hazelcrest Avenue,Alhambra,CA,91841
620,9 Commercial Street,Elmira,NY,14905
621,231 Ohio Lane,Seattle,WA,98166
622,320 Blackbird Trail,Arlington,VA,22217
623,1871 Sunbrook Center,Newark,DE,19714
624,49 Claremont Avenue,Tucson,AZ,85754
625,0 Everett Trail,Orange,CA,92867
626,20 John Wall Park,Springfield,MO,65810
627,26980 Dorton Street,Tacoma,WA,98442
628,63 Goodland Street,San Diego,CA,92196
629,5916 Trailsway Junction,Houston,TX,77055
630,21887 Eastlawn Parkway,Newport News,VA,23605
631,44 Bashford Plaza,Richmond,VA,23203
632,3885 Schurz Terrace,College Station,TX,77844
633,37348 Dorton Court,Houston,TX,77250
634,455 Maple Wood Lane,Atlanta,GA,31106
635,801 Melody Lane,Sacramento,CA,94291
636,13 Corscot Center,Trenton,NJ,08638
637,29 Anzinger Street,Riverside,CA,92505
638,67 Mariners Cove Drive,Monticello,MN,55585
639,40448 Truax Road,Charlotte,NC,28247
640,6357 Center Alley,Springfield,MO,65898
641,6980 Eagle Crest Terrace,Lexington,KY,40515
642,5 Steensland Way,Boston,MA,02298
643,250 Heath Alley,Phoenix,AZ,85010
644,0 Corben Junction,Nashville,TN,37210
645,05500 Carpenter Lane,Charlotte,NC,28299
646,654 Havey Way,Newport Beach,CA,92662
647,7487 Scofield Drive,Austin,TX,78789
648,844 Brown Way,Tulsa,OK,74126
649,21 Dryden Drive,Amarillo,TX,79182
650,35 Holy Cross Parkway,Cleveland,OH,44105
651,5380 Fallview Plaza,Evansville,IN,47719
652,93126 Morrow Terrace,Zephyrhills,FL,33543
653,68 Harper Hill,Bowie,MD,20719
654,0100 Arkansas Drive,Cincinnati,OH,45271
655,1 Manufacturers Place,Phoenix,AZ,85062
656,7 Arrowood Pass,Dulles,VA,20189
657,5 Washington Point,Sarasota,FL,34238
658,5176 Lakewood Gardens Crossing,Richmond,VA,23260
659,24914 Di Loreto Avenue,Phoenix,AZ,85083
660,68 Glacier Hill Junction,Decatur,IL,62525
661,75505 Jana Lane,Lubbock,TX,79491
662,84 Old Gate Street,Largo,FL,33777
663,969 Fremont Parkway,Fayetteville,NC,28314
664,0 Westridge Place,Houston,TX,77266
665,98473 Bunker Hill Circle,Milwaukee,WI,53234
666,261 Moose Junction,Columbus,GA,31914
667,843 Twin Pines Pass,Huntington,WV,25709
668,38 High Crossing Road,Cincinnati,OH,45218
669,518 Bluestem Place,Shawnee Mission,KS,66286
670,32 Independence Trail,Reno,NV,89510
671,938 Elgar Junction,Jacksonville,FL,32244
672,034 South Avenue,Denver,CO,80204
673,55 Marquette Circle,Amarillo,TX,79171
674,9 Scoville Circle,Saint Paul,MN,55115
675,594 Bowman Alley,Dayton,OH,45426
676,02 Ruskin Plaza,Glendale,AZ,85311
677,429 Carioca Junction,Bradenton,FL,34282
678,75340 Rockefeller Circle,Houston,TX,77255
679,0 Vidon Place,Washington,DC,20016
680,5 Laurel Center,Schenectady,NY,12305
681,34414 Corry Court,Tulsa,OK,74141
682,28228 Burrows Place,Lynn,MA,01905
683,9704 Cambridge Crossing,Mobile,AL,36641
684,782 Bartelt Lane,Hot Springs National Park,AR,71914
685,3 Barby Drive,Largo,FL,33777
686,135 Harper Point,Corpus Christi,TX,78475
687,289 Charing Cross Place,Van Nuys,CA,91499
688,3282 Butternut Avenue,Jackson,MS,39216
689,5 Holy Cross Lane,Ogden,UT,84403
690,2 5th Parkway,San Diego,CA,92132
691,13 6th Circle,Norfolk,VA,23504
692,63001 Luster Hill,Los Angeles,CA,90030
693,56465 Mcguire Street,Indianapolis,IN,46226
694,82 Stephen Plaza,Erie,PA,16534
695,7 Sommers Alley,Phoenix,AZ,85072
696,81348 Fair Oaks Center,Lakeland,FL,33811
697,033 Waubesa Place,Pompano Beach,FL,33069
698,9 Cottonwood Pass,San Bernardino,CA,92424
699,8 Prairie Rose Junction,New York City,NY,10131
700,76 Ryan Park,Yonkers,NY,10705
701,1227 Village Green Road,Madison,WI,53726
702,532 Main Crossing,Philadelphia,PA,19136
703,32 Novick Place,Lubbock,TX,79415
704,20200 Blaine Point,Topeka,KS,66611
705,2 Sachs Junction,Philadelphia,PA,19184
706,8 Morning Court,Austin,TX,78744
707,9968 Crescent Oaks Parkway,Madison,WI,53716
708,2 Johnson Pass,Dallas,TX,75392
709,7387 Schlimgen Way,Arlington,TX,76004
710,811 Lunder Drive,New York City,NY,10029
711,57297 Melrose Crossing,San Francisco,CA,94147
712,1 Scofield Point,Newark,DE,19714
713,4904 Havey Parkway,Akron,OH,44393
714,357 Waubesa Alley,Albany,NY,12247
715,4433 Garrison Pass,Kansas City,KS,66112
716,4 Melody Park,Cleveland,OH,44191
717,64 Morrow Court,Milwaukee,WI,53263
718,04 Graceland Pass,Paterson,NJ,07505
719,2844 American Ash Junction,Bronx,NY,10459
720,5776 Rowland Road,Augusta,GA,30919
721,149 Donald Way,Manassas,VA,22111
722,58552 American Ash Junction,Chicago,IL,60686
723,2663 Manitowish Parkway,Houston,TX,77250
724,5446 Hauk Point,Newport Beach,CA,92662
725,494 Summer Ridge Pass,Milwaukee,WI,53277
726,9 Fallview Pass,Seattle,WA,98140
727,31 Eliot Plaza,Loretto,MN,55598
728,0 Commercial Road,Saint Louis,MO,63150
729,9673 Sunfield Terrace,Florence,SC,29505
730,3251 Green Ridge Lane,Springfield,IL,62756
731,83 Bashford Point,Salt Lake City,UT,84135
732,7 Monica Pass,Utica,NY,13505
733,4 Springview Way,Albany,NY,12247
734,2849 Drewry Junction,El Paso,TX,88525
735,2 Gateway Road,Fort Worth,TX,76105
736,05 Superior Avenue,Knoxville,TN,37924
737,1 Saint Paul Road,Alexandria,VA,22309
738,013 Havey Point,Houston,TX,77045
739,68551 Mitchell Alley,Fargo,ND,58122
740,29 Green Circle,Washington,DC,20078
741,5 Wayridge Avenue,Las Vegas,NV,89155
742,50 Donald Avenue,Boise,ID,83732
743,1 Banding Plaza,Huntington,WV,25721
744,739 Buhler Park,Beaufort,SC,29905
745,03937 Fairfield Court,Louisville,KY,40220
746,1 Bay Point,Winter Haven,FL,33884
747,76685 Sundown Hill,Cleveland,OH,44191
748,05932 Surrey Street,Jackson,MS,39216
749,029 Toban Park,Albuquerque,NM,87140
750,29 Dayton Avenue,Memphis,TN,38131
751,81768 Center Circle,Salt Lake City,UT,84140
752,82096 Drewry Terrace,Rochester,NY,14604
753,6 Orin Road,Kansas City,MO,64136
754,8 Orin Court,Scranton,PA,18514
755,92715 Derek Point,New York City,NY,10079
756,86 Bultman Road,Brooklyn,NY,11254
757,7104 Corben Alley,Clearwater,FL,34629
758,7 Basil Terrace,Corpus Christi,TX,78426
759,8083 Sutherland Parkway,Panama City,FL,32412
760,433 Hansons Plaza,Madison,WI,53790
761,28 Debra Trail,Denver,CO,80299
762,00 Milwaukee Terrace,Toledo,OH,43615
763,171 Mcbride Crossing,Los Angeles,CA,90076
764,30 School Way,Pittsburgh,PA,15274
765,01 Golf Course Center,Pasadena,CA,91125
766,2 Sunbrook Alley,Macon,GA,31296
767,5156 Artisan Point,Oklahoma City,OK,73197
768,2 Jay Crossing,New Haven,CT,06533
769,51123 Garrison Way,San Antonio,TX,78250
770,1285 Rieder Trail,New York City,NY,10060
771,7551 Ilene Terrace,Memphis,TN,38161
772,259 Springs Junction,Rochester,MN,55905
773,977 Buena Vista Pass,Washington,DC,20404
774,2 Melrose Pass,Oklahoma City,OK,73142
775,1 Walton Center,Inglewood,CA,90305
776,58 Farragut Place,Los Angeles,CA,90060
777,99 Service Point,El Paso,TX,79923
778,96 Melvin Circle,Gaithersburg,MD,20883
779,5687 Del Mar Avenue,Colorado Springs,CO,80935
780,469 Helena Alley,New York City,NY,10131
781,0 Sullivan Terrace,Plano,TX,75074
782,3219 Pepper Wood Plaza,Port Washington,NY,11054
783,620 Hayes Center,Tampa,FL,33605
784,211 Mosinee Hill,Topeka,KS,66611
785,6168 Cody Hill,Wilmington,NC,28410
786,3086 Oneill Center,Alpharetta,GA,30022
787,16 Warbler Pass,West Palm Beach,FL,33411
788,573 Marquette Place,Springfield,IL,62776
789,686 Bunker Hill Avenue,Chicago,IL,60652
790,80 Prairie Rose Crossing,Vancouver,WA,98682
791,609 Scott Street,Indianapolis,IN,46278
792,65138 Lukken Point,Trenton,NJ,08603
793,651 Dapin Center,Jacksonville,FL,32230
794,61912 Lakewood Lane,Toledo,OH,43635
795,01 Daystar Avenue,Fairfield,CT,06825
796,225 Sommers Alley,San Francisco,CA,94142
797,732 Hooker Plaza,Springfield,MA,01152
798,1 Dottie Place,Washington,DC,20540
799,67659 Commercial Way,Columbia,SC,29215
800,8 Lake View Street,Arlington,TX,76096
801,2865 Sycamore Court,New York City,NY,10110
802,1 Coolidge Terrace,Cleveland,OH,44191
803,376 Ramsey Pass,Birmingham,AL,35225
804,03 Granby Road,Provo,UT,84605
805,0733 Namekagon Parkway,New York City,NY,10029
806,37671 Sage Junction,Allentown,PA,18105
807,544 Comanche Circle,Fargo,ND,58122
808,4 American Ash Road,Washington,DC,20319
809,09 Caliangt Avenue,Omaha,NE,68110
810,36 Quincy Place,San Francisco,CA,94147
811,34 Sheridan Crossing,Santa Barbara,CA,93150
812,07 Burrows Drive,Des Moines,IA,50315
813,7 Ridgeway Terrace,Tulsa,OK,74184
814,500 Pawling Plaza,Augusta,GA,30919
815,322 Schmedeman Parkway,Los Angeles,CA,90101
816,55020 Novick Park,Corpus Christi,TX,78415
817,888 7th Point,Huntington,WV,25711
818,70 Toban Avenue,Naples,FL,34102
819,5086 Arapahoe Park,El Paso,TX,88569
820,6 Waywood Circle,Houston,TX,77260
821,859 Arrowood Drive,College Station,TX,77844
822,152 Pennsylvania Way,Winter Haven,FL,33884
823,3035 Commercial Avenue,Lexington,KY,40581
824,72 Larry Point,Brooklyn,NY,11254
825,36969 Lien Crossing,Lawrenceville,GA,30045
826,189 Eggendart Alley,Anderson,IN,46015
827,31524 Towne Parkway,Atlanta,GA,30380
828,1 Summerview Parkway,Oklahoma City,OK,73135
829,344 Parkside Drive,Philadelphia,PA,19120
830,842 Gina Drive,Los Angeles,CA,90094
831,38 Jenifer Pass,Memphis,TN,38119
832,88548 Vidon Circle,Evansville,IN,47732
833,62953 Messerschmidt Trail,Kansas City,MO,64101
834,27881 Mesta Point,Denver,CO,80209
835,8798 Prentice Avenue,Stockton,CA,95298
836,34204 Blackbird Trail,Miami,FL,33283
837,0 Russell Crossing,Omaha,NE,68117
838,36 Troy Place,Milwaukee,WI,53205
839,0502 7th Point,Charlotte,NC,28205
840,9425 Elka Avenue,Hartford,CT,06160
841,05 Dunning Drive,Raleigh,NC,27635
842,7779 Norway Maple Terrace,Charlotte,NC,28256
843,4 Hagan Alley,Chicago,IL,60669
844,4 Bunting Center,Orlando,FL,32808
845,48 Lindbergh Court,Texarkana,TX,75507
846,36 Northland Court,Raleigh,NC,27658
847,7 Northport Alley,Oklahoma City,OK,73157
848,3 Longview Circle,Olympia,WA,98516
849,664 Helena Avenue,Washington,DC,20299
850,072 Towne Street,Jamaica,NY,11407
851,822 Myrtle Hill,Miami,FL,33134
852,77 Jana Plaza,Washington,DC,20575
853,7 Harbort Drive,Independence,MO,64054
854,1 Clemons Road,Rochester,NY,14609
855,1418 Longview Circle,Boca Raton,FL,33432
856,5034 Forster Circle,Phoenix,AZ,85030
857,518 6th Parkway,Norfolk,VA,23520
858,1105 Banding Court,Sioux Falls,SD,57110
859,6015 Fair Oaks Street,Arvada,CO,80005
860,5256 Lukken Park,San Diego,CA,92115
861,94023 Lakeland Road,Daytona Beach,FL,32118
862,784 Debs Plaza,Richmond,VA,23289
863,30 Tony Center,Little Rock,AR,72209
864,8 Graceland Crossing,San Luis Obispo,CA,93407
865,79824 Red Cloud Crossing,Dallas,TX,75246
866,49824 Mosinee Terrace,Naples,FL,33963
867,96812 Messerschmidt Trail,Springfield,MA,01105
868,141 Acker Circle,El Paso,TX,88553
869,61187 Nevada Center,New Orleans,LA,70142
870,93333 Homewood Pass,Charlotte,NC,28284
871,8266 Sheridan Trail,Houston,TX,77090
872,03 Declaration Circle,Akron,OH,44329
873,5254 Red Cloud Circle,Madison,WI,53726
874,1597 Fuller Place,Memphis,TN,38197
875,437 Texas Park,Charlotte,NC,28242
876,03 Redwing Pass,Des Moines,IA,50393
877,9 Eastlawn Street,Anaheim,CA,92812
878,18133 Tennessee Park,Champaign,IL,61825
879,682 Northfield Street,Roanoke,VA,24009
880,322 Pankratz Place,Memphis,TN,38126
881,7408 Washington Street,San Diego,CA,92160
882,844 Northwestern Road,Tampa,FL,33615
883,1747 Westport Crossing,Richmond,VA,23293
884,07789 Laurel Way,Scottsdale,AZ,85271
885,90696 Pennsylvania Trail,Charlotte,NC,28220
886,89 Scoville Center,London,KY,40745
887,6 Dexter Center,Atlanta,GA,30336
888,1 Comanche Way,Richmond,VA,23208
889,7316 Warner Point,Tucson,AZ,85705
890,93 Packers Court,Austin,TX,78703
891,8300 Memorial Park,Los Angeles,CA,90025
892,519 West Court,Jamaica,NY,11480
893,4527 Towne Avenue,Fort Worth,TX,76121
894,2 Columbus Trail,Birmingham,AL,35210
895,90848 Dahle Point,Saint Louis,MO,63143
896,6 Luster Pass,Fayetteville,NC,28314
897,330 Arizona Plaza,Honolulu,HI,96815
898,6602 Crownhardt Pass,Hayward,CA,94544
899,9558 Mallard Park,Maple Plain,MN,55579
900,6 Pine View Crossing,Boynton Beach,FL,33436
901,3 Surrey Junction,Yakima,WA,98907
902,1306 Anniversary Circle,Mc Keesport,PA,15134
903,2072 Harper Drive,Santa Fe,NM,87592
904,43 Del Sol Pass,Raleigh,NC,27615
905,25782 Calypso Point,Oceanside,CA,92056
906,232 Rusk Alley,Wichita,KS,67230
907,14977 Bunting Pass,Boston,MA,02104
908,873 Schlimgen Road,Pompano Beach,FL,33075
909,372 Blackbird Parkway,Honolulu,HI,96825
910,2 Old Shore Trail,Terre Haute,IN,47805
911,22659 Anzinger Park,Arlington,VA,22244
912,84 Superior Street,Riverside,CA,92505
913,7 Hagan Avenue,San Antonio,TX,78255
914,66 Northwestern Plaza,Kansas City,MO,64199
915,3 Northview Road,Glendale,AZ,85311
916,2255 Golden Leaf Trail,Worcester,MA,01654
917,3300 Dovetail Lane,Chicago,IL,60609
918,9684 Marcy Way,Great Neck,NY,11024
919,1730 Graedel Street,Prescott,AZ,86305
920,14 Melody Lane,Dallas,TX,75342
921,97363 Crownhardt Circle,Richmond,VA,23208
922,62 Drewry Trail,Boise,ID,83722
923,39682 Fairview Park,New York City,NY,10184
924,67759 Pond Center,Louisville,KY,40287
925,4 Meadow Vale Circle,San Antonio,TX,78245
926,3660 Jenifer Place,Arlington,VA,22225
927,91338 Tennessee Avenue,San Luis Obispo,CA,93407
928,907 Nelson Road,Fairfax,VA,22036
929,376 Mayer Road,Reno,NV,89510
930,89 Cherokee Lane,Bridgeport,CT,06673
931,577 American Ash Hill,Salt Lake City,UT,84145
932,87 Cody Court,Port Charlotte,FL,33954
933,32 Laurel Drive,Salt Lake City,UT,84189
934,05 Milwaukee Center,Saint Louis,MO,63126
935,4972 Warner Court,Fresno,CA,93794
936,28 Straubel Place,Saint Paul,MN,55114
937,952 Algoma Crossing,Las Vegas,NV,89125
938,6333 Twin Pines Avenue,Las Vegas,NV,89145
939,26076 Vidon Hill,Boise,ID,83727
940,52603 Farmco Hill,Las Vegas,NV,89193
941,20922 Dryden Center,Spokane,WA,99220
942,54177 Springs Road,Chicago,IL,60686
943,12 Manitowish Street,Tallahassee,FL,32399
944,2981 Hauk Alley,Greenville,SC,29615
945,45 Ilene Trail,Santa Monica,CA,90410
946,0 Riverside Court,Nashville,TN,37235
947,12 Granby Circle,Springfield,IL,62705
948,948 Hudson Pass,Harrisburg,PA,17105
949,2872 Glendale Lane,Atlanta,GA,31190
950,253 Norway Maple Center,Fort Wayne,IN,46896
951,5240 Doe Crossing Parkway,Washington,DC,20520
952,3 Miller Point,Baltimore,MD,21281
953,584 Northwestern Place,Cedar Rapids,IA,52410
954,39001 5th Circle,Jamaica,NY,11470
955,49 Maple Court,Duluth,GA,30096
956,57 Village Green Center,Columbus,GA,31904
957,59 Graedel Crossing,Mobile,AL,36628
958,5529 Pond Way,Gaithersburg,MD,20883
959,48 Atwood Alley,Fort Worth,TX,76110
960,27193 Towne Circle,Pasadena,CA,91186
961,5 Spaight Pass,Arlington,TX,76004
962,204 Division Park,Indianapolis,IN,46207
963,8382 Londonderry Court,Los Angeles,CA,90081
964,5232 Delaware Road,Portland,OR,97211
965,7 Lighthouse Bay Alley,San Antonio,TX,78260
966,08 Caliangt Avenue,Nashville,TN,37210
967,145 Transport Terrace,Pittsburgh,PA,15250
968,81 Brown Parkway,Washington,DC,20551
969,46 Scott Crossing,New York City,NY,10045
970,7577 Dunning Drive,Detroit,MI,48267
971,00 Dwight Park,Corpus Christi,TX,78475
972,8599 Loomis Hill,Louisville,KY,40287
973,47123 Cherokee Crossing,Corona,CA,92878
974,0 Shoshone Point,Greensboro,NC,27499
975,218 Carioca Lane,Santa Ana,CA,92705
976,4 Towne Park,San Francisco,CA,94159
977,7 4th Hill,Lexington,KY,40510
978,216 Stoughton Lane,Saint Louis,MO,63143
979,1380 Schlimgen Lane,Springfield,MO,65810
980,10 Lien Avenue,Van Nuys,CA,91411
981,2354 Division Pass,Spokane,WA,99260
982,9915 Leroy Park,Provo,UT,84605
983,0 Schlimgen Trail,Dallas,TX,75277
984,55 Granby Crossing,Sacramento,CA,94257
985,82 Claremont Drive,Hayward,CA,94544
986,6549 Superior Avenue,Washington,DC,20205
987,186 Lakewood Crossing,Hartford,CT,06145
988,3387 Dottie Pass,Tucson,AZ,85715
989,204 Weeping Birch Crossing,Decatur,GA,30033
990,69795 Acker Point,Virginia Beach,VA,23459
991,87 Bayside Crossing,Washington,DC,20546
992,536 6th Crossing,Fort Wayne,IN,46814
993,633 Hoffman Plaza,Seattle,WA,98140
994,1 Iowa Terrace,New Orleans,LA,70187
995,40363 Dawn Junction,Montgomery,AL,36119
996,7 Kingsford Parkway,Pittsburgh,PA,15261
997,7796 Shasta Place,Cambridge,MA,02142
998,4581 Doe Crossing Plaza,Duluth,GA,30195
999,536 Trailsway Park,Vienna,VA,22184
1000,7 Oxford Pass,Ocala,FL,34479
